test_before,test_after
13.540172576904297,78.3098373413086
13.582221984863281,79.58753204345703
12.0631103515625,77.63549041748047
12.844470024108887,80.09626007080078
21.336742401123047,80.06663513183594
23.680767059326172,81.67902374267578
14.412233352661133,80.47315216064453
11.662420272827148,82.86627960205078
15.283661842346191,78.72274780273438
12.984559059143066,81.90506744384766
28.91775131225586,76.66875457763672
8.897452354431152,88.29063415527344
13.67138957977295,73.29156494140625
13.379627227783203,78.07929992675781
14.477178573608398,75.19598388671875
25.797122955322266,80.56155395507812
29.58694076538086,85.7432632446289
16.926652908325195,81.89811706542969
18.480361938476562,87.38072967529297
13.631280899047852,84.78717041015625
20.264686584472656,75.34872436523438
30.726913452148438,81.66947937011719
12.282119750976562,79.60675811767578
33.55602264404297,82.64936065673828
22.654762268066406,82.57738494873047
16.531843185424805,81.64022827148438
12.180500030517578,88.4561767578125
21.727245330810547,79.65232849121094
24.15523910522461,77.42117309570312
26.15922737121582,74.4789810180664
23.081159591674805,71.27490997314453
15.552968978881836,74.87388610839844
24.371248245239258,81.66552734375
16.266427993774414,83.8614730834961
23.039737701416016,72.53215026855469
23.682918548583984,87.0992660522461
26.621536254882812,80.8415756225586
23.34381103515625,79.7093734741211
23.348705291748047,73.2068099975586
20.592674255371094,87.73768615722656
28.960302352905273,81.09220886230469
22.810503005981445,78.395751953125
31.298192977905273,82.98493957519531
27.831151962280273,90.66117095947266
27.37903594970703,86.4164047241211
17.44298553466797,86.36466979980469
31.376310348510742,82.21894836425781
31.744840621948242,78.16510009765625
20.599279403686523,82.60087585449219
30.446069717407227,80.9830093383789
16.456886291503906,80.07765197753906
29.235671997070312,83.46768188476562
21.25,85.68720245361328
24.446468353271484,79.77091979980469
23.844449996948242,82.65768432617188
28.52406120300293,85.7855453491211
23.380142211914062,87.82951354980469
31.727855682373047,84.07508087158203
24.662994384765625,81.75914764404297
30.778244018554688,82.01988220214844
22.542583465576172,85.853759765625
29.78295135498047,83.72314453125
19.88370132446289,87.1904296875
26.021474838256836,81.79918670654297
21.697845458984375,89.84798431396484
22.234130859375,80.14767456054688
25.09956932067871,85.84723663330078
27.331817626953125,89.01044464111328
34.69257736206055,80.50409698486328
30.07962417602539,81.47205352783203
35.025054931640625,82.80868530273438
29.782855987548828,87.9563980102539
26.929441452026367,84.5644760131836
29.653364181518555,86.70421600341797
26.057825088500977,79.0362548828125
24.688343048095703,83.82347106933594
25.60373306274414,80.54429626464844
32.86984634399414,79.36135864257812
33.66082763671875,80.70281219482422
41.873504638671875,81.29662322998047
30.707401275634766,86.68853759765625
35.875282287597656,82.04463958740234
19.385251998901367,87.9248275756836
19.598480224609375,85.54803466796875
33.40385437011719,83.07852172851562
17.33167839050293,89.69621276855469
30.859100341796875,85.52772521972656
21.54088020324707,74.01522064208984
26.53757667541504,84.55281066894531
23.143756866455078,82.30821990966797
